Document_name,Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body
polivy-epar-public-assessment-report_en.pdf,EMA/690748/2019,EMEA/H/C/004870/0000,Polivy,polatuzumab vedotin,Roche Registration GmbH,Antibody-drug conjugate,powder for concentrate for solution for infusion,intravenous,conditional marketing authorisation,authorised,14.11.2019,2019,yes,no,Treatment of previously treated adult patients with diffuse large B-cell lymphoma (DLBCL) who are not candidates for haematopoietic stem cell transplant,Treatment of adult patients with relapsed/refractory diffuse large B-cell lymphoma (DLBCL) who are not candidates for haematopoietic stem cell transplant,Neoplasms; Diseases of the blood and blood-forming organs,20.12.2018,2018,no,NA
protopic-epar-scientific-discussion_en.pdf,Not reported,EMEA/H/C/000374,Protopic,Tacrolimus,Not reported,Biologics,Ointment,Cutaneous,approved,authorised,Not reported,Not reported,no,no,Treatment of moderate to severe atopic dermatitis in adults and children who are not adequately responsive to or are intolerant of conventional therapies.,Treatment of moderate to severe atopic dermatitis in adults who are not adequately responsive to or are intolerant of conventional therapies. Treatment of moderate to severe atopic dermatitis in children who failed to respond adequately to conventional therapies.,Diseases of the skin,Not reported,Not reported,no,NA
issarlos-withdrawal-assessment-report_en.pdf,EMA/CHMP/710310/2013,EMEA/H/C/002756/0000,Ditelos/Issarlos,strontium ranelate / colecalciferol,"Les Laboratoires Servier, France",Small molecule,Granules for oral suspension,oral,withdrawn,withdrawn,21.11.2013,2013,no,no,Treatment of severe osteoporosis in postmenopausal women at risk of vitamin D insufficiency and at risk for fracture to reduce the risk of vertebral and hip fractures. Treatment of severe osteoporosis in adult men at risk of vitamin D insufficiency and at increased risk of fracture.,NA,"Diseases of the musculoskeletal system and connective tissue; Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,no,NA
withdrawal-assessment-report-apremilast-viatris_en.pdf,EMA/471783/2024,EMEA/H/C/006193/0000,Apremilast Viatris,apremilast,Viatris,Small molecule,film-coated tablets,oral,withdrawn,withdrawn,Not reported,Not reported,no,no,"Psoriatic arthritis, psoriasis, and Behçet’s disease",NA,Diseases of the musculoskeletal system and connective tissue; Diseases of the skin; Other,Not reported,Not reported,yes,Not reported
prevymis-epar-public-assessment-report_en.pdf,EMA/490007/2017,EMEA/H/C/004536/0000,PREVYMIS,letermovir,Merck Sharp & Dohme Limited,Small molecule,film-coated tablet; concentrate for solution for infusion,oral; intravenous,approved,authorised,09.11.2017,2017,yes,no,for prophylaxis of cytomegalovirus (CMV) reactivation and disease in adult CMV-seropositive recipients [R+] of an allogeneic haematopoietic stem cell transplant (HSCT),for prophylaxis of cytomegalovirus (CMV) reactivation and disease in adult CMV-seropositive recipients [R+] of an allogeneic haematopoietic stem cell transplant (HSCT),Infectious and parasitic diseases,31.03.2017,2017,no,NA
sildenafil-ratiopharm-epar-public-assessment-report_en.pdf,EMA/793633/2009,EMEA/H/C/001080,Sildenafil ratiopharm,sildenafil,ratiopharm GmbH,Small molecule,film-coated tablet,oral,approved,authorised,23.12.2009,2009,no,no,treatment of men with erectile dysfunction,treatment of men with erectile dysfunction,Diseases of the genitourinary system,07.10.2008,2008,yes,NA
vylaer-spiromax-epar-public-assessment-report_en.pdf,EMA/CHMP/706811/2014,EMEA/H/C/003952,Vylaer Spiromax,budesonide / formoterol,Teva Pharma B.V.,Small molecule,Inhalation powder,Inhalation,approved,withdrawn,25.09.2014,2014,no,no,Asthma and COPD treatment,Asthma and COPD treatment,Diseases of the respiratory system,05.03.2014,2014,yes,Not reported
pioglitazone-ratio-withdrawal-assessment-report_en.pdf,EMA/391408/2012,EMEA/H/C/0002370,Pioglitazone ratio,pioglitazone,ratiopharm GmbH,Small molecule,tablet,oral,approved,authorised,21.07.2011,2011,no,no,Pioglitazone is indicated in the treatment of type 2 diabetes mellitus: as monotherapy in adult patients (particularly overweight patients) inadequately controlled by diet and exercise for whom metformin is inappropriate because of contraindications or intolerance. Pioglitazone is also indicated for combination with insulin in type 2 diabetes mellitus adult patients with insufficient glycaemic control on insulin for whom metformin is inappropriate because of contraindications or intolerance.,Pioglitazone is indicated in the treatment of type 2 diabetes mellitus: as monotherapy in adult patients (particularly overweight patients) inadequately controlled by diet and exercise for whom metformin is inappropriate because of contraindications or intolerance. Pioglitazone is also indicated for combination with insulin in type 2 diabetes mellitus adult patients with insufficient glycaemic control on insulin for whom metformin is inappropriate because of contraindications or intolerance.,"Endocrine, nutritional, and metabolic diseases",27.10.2010,2010,yes,CHMP
hefiya-epar-public-assessment-report_en.pdf,EMA/CHMP/520007/2018,EMEA/H/C/004865/0000,Hefiya,adalimumab,Sandoz GmbH,Biologics,solution for injection,subcutaneous,approved,authorised,31.05.2018,2018,no,no,Juvenile idiopathic arthritis; Polyarticular juvenile idiopathic arthritis; Enthesitis-related arthritis; Axial spondyloarthritis; Ankylosing spondylitis; Axial spondyloarthritis without radiographic evidence of AS; Psoriatic arthritis; Psoriasis; Paediatric plaque psoriasis; Hidradenitis suppurativa; Uveitis; Paediatric uveitis,Juvenile idiopathic arthritis; Polyarticular juvenile idiopathic arthritis; Enthesitis-related arthritis; Axial spondyloarthritis; Ankylosing spondylitis; Axial spondyloarthritis without radiographic evidence of AS; Psoriatic arthritis; Psoriasis; Paediatric plaque psoriasis; Hidradenitis suppurativa; Uveitis; Paediatric uveitis,Diseases of the musculoskeletal system and connective tissue; Diseases of the skin; Diseases of the eye and adnexa,23.11.2017,2017,no,NA
hemaryo-withdrawal-assessment-report_en.pdf,EMA/CHMP/631976/2021,EMEA/H/C/005547/0000,HemAryo,eptacog alfa (activated),UGA Biopharma,Biologics,powder and solvent for solution for injection,intravenous,withdrawn,withdrawn,11.11.2021,2021,no,no,"Treatment of bleeding episodes and prevention of bleeding in patients with congenital haemophilia with inhibitors, acquired haemophilia, congenital FVII deficiency, and Glanzmann’s thrombasthenia.",NA,Diseases of the blood and blood-forming organs,Not reported,Not reported,yes,Not reported
opuviz-epar-public-assessment-report_en.pdf,EMA/466892/2024,EMEA/H/C/006056/0000,Opuviz,aflibercept,Samsung Bioepis NL B.V.,Biologics,solution for injection,intravitreal,approved,authorised,19.09.2024,2024,no,no,Opuviz is indicated for adults for the treatment of neovascular (wet) age-related macular degeneration (AMD); visual impairment due to macular oedema secondary to retinal vein occlusion (branch RVO or central RVO); visual impairment due to diabetic macular oedema (DME); visual impairment due to myopic choroidal neovascularisation (myopic CNV),Opuviz is indicated for adults for the treatment of neovascular (wet) age-related macular degeneration (AMD); visual impairment due to macular oedema secondary to retinal vein occlusion (branch RVO or central RVO); visual impairment due to diabetic macular oedema (DME); visual impairment due to myopic choroidal neovascularisation (myopic CNV),Diseases of the eye and adnexa,06.11.2023,2023,no,NA
duloxetine-lilly-epar-public-assessment-report_en.pdf,EMA/753230/2014,EMEA/H/C/004000,Duloxetine Lilly,duloxetine,Eli Lilly Nederland B.V.,Small molecule,hard gastro-resistant capsules,oral,approved,authorised,23.10.2014,2014,no,no,Treatment of major depressive disorder. Treatment of diabetic peripheral neuropathic pain. Treatment of generalised anxiety disorder.,Treatment of major depressive disorder. Treatment of diabetic peripheral neuropathic pain. Treatment of generalised anxiety disorder.,"Mental and behavioural disorders; Endocrine, nutritional, and metabolic diseases",07.05.2014,2014,yes,Not reported
pemetrexed-krka-epar-public-assessment-report_en.pdf,EMA/CHMP/225126/2018,EMEA/H/C/003958/0000,Pemetrexed Krka,pemetrexed,KRKA d.d.,Small molecule,powder for concentrate for solution for infusion,intravenous,approved,withdrawn,22.03.2018,2018,no,no,Malignant pleural mesothelioma; Non-small cell lung cancer,Malignant pleural mesothelioma; Non-small cell lung cancer,Neoplasms; Diseases of the respiratory system,24.05.2017,2017,yes,Not reported
winfuran-withdrawal-assessment-report_en.pdf,EMA/CHMP/138212/2014,EMEA/H/C/002683/0000,Winfuran,nalfurafine,Toray International U.K. Limited,Small molecule,Concentrate for solution for infusion,Intravenous,refused,withdrawn,19.12.2013,2013,yes,no,"Treatment of severe uraemic pruritus (UP) in patients of 18 years of age or older, with end stage renal disease (ESRD) undergoing regular dialysis.",NA,Diseases of the skin; Diseases of the genitourinary system,28.06.2012,2012,no,NA
tresiba-epar-public-assessment-report_en.pdf,EMA/CHMP/557821/2012,EMEA/H/C/002498,Tresiba,insulin degludec,Novo Nordisk A/S,Peptides and proteins,solution for injection,subcutaneous,approved,authorised,18.10.2012,2012,no,no,Treatment of diabetes mellitus,Treatment of diabetes mellitus in adults,"Endocrine, nutritional, and metabolic diseases",26.09.2011,2011,no,NA
memantine-merz-epar-public-assessment-report_en.pdf,EMA/741024/2012,EMEA/H/C/002568,Memantine Merz,memantine,Merz Pharmaceuticals GmbH,Small molecule,Not reported,Not reported,approved,authorised,20.09.2012,2012,no,yes,treatment of moderate to severe Alzheimer’s disease,Treatment of patients with moderate to severe Alzheimer’s disease,Diseases of the nervous system,28.05.2012,2012,yes,NA
exviera-epar-public-assessment-report_en.pdf,EMA/768319/2014,EMEA/H/C/003837/0000,Exviera,dasabuvir,AbbVie Ltd.,Small molecule,film-coated tablet,oral,approved,withdrawn,20.11.2014,2014,no,no,Exviera is indicated in combination with other medicinal products for the treatment of chronic hepatitis C (CHC) in adults.,Exviera is indicated in combination with other medicinal products for the treatment of chronic hepatitis C (CHC) in adults.,Infectious and parasitic diseases,06.05.2014,2014,no,NA
pemetrexed-actavis-epar-public-assessment-report_en.pdf,EMA/819302/2015,EMEA/H/C/004109/0000,Pemetrexed Actavis,pemetrexed,Actavis Group PTC ehf.,Small molecule,concentrate for solution for infusion,intravenous,approved,authorised,19.11.2015,2015,no,no,Malignant pleural mesothelioma; Non-small cell lung cancer,Malignant pleural mesothelioma; Non-small cell lung cancer,Neoplasms; Diseases of the respiratory system,04.02.2015,2015,no,NA
glyxambi-epar-public-assessment-report_en.pdf,EMA/749639/2016,EMEA/H/C/003833/0000,Glyxambi,empagliflozin / linagliptin,Boehringer Ingelheim International GmbH,Small molecule,film-coated tablet,oral,approved,authorised,15.09.2016,2016,no,no,"Glyxambi is indicated in adults with type 2 diabetes mellitus to improve glycaemic control when diet and exercise, plus metformin and a sodium glucose co-transporter 2 (SGLT2) inhibitor do not provide adequate glycaemic control, when diet and exercise, plus metformin and a dipeptidyl peptidase 4 (DPP-4) inhibitor do not provide adequate glycaemic control, when already being treated with the free combination of empagliflozin (or another SGLT-2 inhibitor) and linagliptin (or another DPP-4 inhibitor).","Glyxambi is indicated in adults with type 2 diabetes mellitus to improve glycaemic control when diet and exercise, plus metformin and a sodium glucose co-transporter 2 (SGLT2) inhibitor do not provide adequate glycaemic control, when diet and exercise, plus metformin and a dipeptidyl peptidase 4 (DPP-4) inhibitor do not provide adequate glycaemic control, when already being treated with the free combination of empagliflozin (or another SGLT-2 inhibitor) and linagliptin (or another DPP-4 inhibitor).","Endocrine, nutritional, and metabolic diseases",08.10.2015,2015,no,NA
exparel-liposomal-epar-public-assessment-report_en.pdf,EMA/528272/2020,EMEA/H/C/004586/0000,Exparel liposomal,bupivacaine,PACIRA IRELAND LIMITED,Small molecule,prolonged-release dispersion for injection,Not reported,approved,authorised,17.09.2020,2020,no,no,for prolonged acute pain management and reduction in need for opioids in adults compared to immediate release (IR) bupivacaine,for prolonged acute pain management and reduction in need for opioids in adults compared to immediate release (IR) bupivacaine,Diseases of the nervous system,24.05.2019,2019,yes,Not reported
